sample_id,label,sample_type,source,slide_no,feature_id,state_code,state,district,latitude,longitude,year,triggering,activity,geomorph,lithology,lulc,area_sqm,geometry_type,elevation_m,slope_deg,aspect_deg,relief_std_5x5_m,dem_tile,dem_nodata,terrain_quality,soil_class,clay_percent,sand_percent,silt_percent,bulk_density_kg_dm3,soil_quality,landcover_class_code,landcover_class,lulc_quality
LS2014_000001,1,positive,bhuvan_2014,AR/TA/78M10/2014/13,,AR,Arunachal Pradesh,Tawang,27.5925,91.6087,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),"Gneiss (Sela Group), Palaeoproterozoic",Evergreen / Semi evergreen,1796.0,MultiPolygon,3139.696044921875,37.41242832184688,141.48818963788497,36.00233840942383,Copernicus_DSM_COG_10_N27_00_E091_00_DEM,,OK,Luvisols,26.4,39.1,34.6,1.09,OK,10,Tree cover,OK
LS2014_000002,1,positive,bhuvan_2014,AR/TA/78M10/2014/19,,AR,Arunachal Pradesh,Tawang,27.5463,91.6645,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Schist (Dirang Formation (Lumla Formation) Mesoproterozoic,Evergreen / Semi evergreen,3720.0,MultiPolygon,1995.565673828125,43.75848776944959,149.2187779957394,36.4386100769043,Copernicus_DSM_COG_10_N27_00_E091_00_DEM,,OK,Luvisols,32.0,32.8,35.2,1.12,OK,30,Grassland,OK
LS2014_000003,1,positive,bhuvan_2014,AR/TA/78M10/2014/22,,AR,Arunachal Pradesh,Tawang,27.5415,91.6846,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Schist (Dirang Formation (Lumla Formation) Mesoproterozoic,Evergreen / Semi evergreen,499.0,MultiPolygon,1242.291015625,22.010657688273987,144.65497824415604,17.868640899658203,Copernicus_DSM_COG_10_N27_00_E091_00_DEM,,OK,Luvisols,27.6,41.4,31.0,1.28,OK,10,Tree cover,OK
LS2014_000004,1,positive,bhuvan_2014,AR/TA/78M14/2014/16,,AR,Arunachal Pradesh,Tawang,27.5627,91.8233,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Scrub land,9400.0,MultiPolygon,2418.833251953125,44.4408908516962,233.9269272949323,35.28449630737305,Copernicus_DSM_COG_10_N27_00_E091_00_DEM,,OK,Luvisols,32.9,31.3,35.8,1.05,OK,10,Tree cover,OK
LS2014_000005,1,positive,bhuvan_2014,AR/TA/78M14/2014/17,,AR,Arunachal Pradesh,Tawang,27.5597,91.906,2014.0,Rainfall,Active,Denudational Slope (DS),Granitoid Gneiss (Ziro Granite Gneiss),Scrub land,233.0,MultiPolygon,1932.4029541015625,7.235913495501116,158.52921176897868,8.102551460266113,Copernicus_DSM_COG_10_N27_00_E091_00_DEM,,OK,Luvisols,35.6,30.2,34.2,1.13,OK,40,Cropland,OK
LS2014_000006,1,positive,bhuvan_2014,AR/WK/83B05/2014/383,,AR,Arunachal Pradesh,West Kameng,26.9691,92.4361,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,866.0,MultiPolygon,368.92376708984375,40.31145666348806,143.4248376174485,24.626251220703125,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Acrisols,26.7,33.4,39.9,1.18,OK,10,Tree cover,OK
LS2014_000007,1,positive,bhuvan_2014,AR/WK/83B05/2014/389,,AR,Arunachal Pradesh,West Kameng,26.9659,92.4404,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,180.0,MultiPolygon,342.1784973144531,23.542512406676384,228.2397509340951,17.453134536743164,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Acrisols,27.1,34.4,38.5,1.16,OK,10,Tree cover,OK
LS2014_000008,1,positive,bhuvan_2014,AR/WK/83B05/2014/391,,AR,Arunachal Pradesh,West Kameng,26.9653,92.4402,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,353.0,MultiPolygon,331.51806640625,25.38066192852873,219.46787622872023,16.878501892089844,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Acrisols,27.1,34.5,38.4,1.15,OK,10,Tree cover,OK
LS2014_000009,1,positive,bhuvan_2014,AR/WK/83B05/2014/399,,AR,Arunachal Pradesh,West Kameng,26.9622,92.3212,2014.0,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,1587.0,MultiPolygon,583.015625,42.41921739764995,160.3526573075914,35.67989730834961,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,28.6,33.2,38.2,1.13,OK,30,Grassland,OK
LS2014_000010,1,positive,bhuvan_2014,AR/WK/83B05/2014/401,,AR,Arunachal Pradesh,West Kameng,26.962,92.3148,2014.0,Rainfall,Active,Structural Hills - Less Dissected (SHL),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,1517.0,MultiPolygon,570.4655151367188,45.39824917781978,132.1135421613052,29.425926208496094,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,27.8,33.7,38.5,1.12,OK,10,Tree cover,OK
LS2014_000011,1,positive,bhuvan_2014,AR/WK/83B05/2014/402,,AR,Arunachal Pradesh,West Kameng,26.9611,92.3712,2014.0,Rainfall,Active,Structural Hills - Less Dissected (SHL),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,2296.0,MultiPolygon,464.8782958984375,25.69824040375771,27.203661239127417,16.71590232849121,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,30.2,32.4,37.3,1.1,OK,10,Tree cover,OK
LS2014_000012,1,positive,bhuvan_2014,AR/WK/83B05/2014/404,,AR,Arunachal Pradesh,West Kameng,26.9523,92.3855,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,395.0,MultiPolygon,518.802734375,27.20467130045428,188.3183082234383,18.37714195251465,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,33.0,32.2,34.8,1.14,OK,10,Tree cover,OK
LS2014_000013,1,positive,bhuvan_2014,AR/WK/83B05/2014/406,,AR,Arunachal Pradesh,West Kameng,26.9519,92.3083,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,987.0,MultiPolygon,441.904052734375,33.873695986685284,151.2984282902498,27.52349853515625,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Luvisols,29.8,33.7,36.5,1.12,OK,10,Tree cover,OK
LS2014_000014,1,positive,bhuvan_2014,AR/WK/83B05/2014/407,,AR,Arunachal Pradesh,West Kameng,26.9514,92.3359,2014.0,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,216.0,MultiPolygon,398.031005859375,42.051130935678025,146.9944364347198,26.30425071716309,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,28.1,33.2,38.7,1.16,OK,10,Tree cover,OK
LS2014_000015,1,positive,bhuvan_2014,AR/WK/83B05/2014/408,,AR,Arunachal Pradesh,West Kameng,26.9513,92.3357,2014.0,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,1637.0,MultiPolygon,398.031005859375,42.051123629294274,146.99446024756946,26.30425071716309,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,28.1,33.2,38.7,1.16,OK,10,Tree cover,OK
LS2014_000016,1,positive,bhuvan_2014,AR/WK/83B05/2014/409,,AR,Arunachal Pradesh,West Kameng,26.9505,92.3928,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,276.0,MultiPolygon,426.1017761230469,20.84812064765345,90.31174087010382,13.988536834716797,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,34.7,33.0,32.2,1.12,OK,10,Tree cover,OK
LS2014_000017,1,positive,bhuvan_2014,AR/WK/83B05/2014/410,,AR,Arunachal Pradesh,West Kameng,26.9503,92.3133,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,297.0,MultiPolygon,498.941162109375,26.95833697979005,116.64778109613763,21.788307189941406,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,30.1,32.8,37.1,1.12,OK,10,Tree cover,OK
LS2014_000018,1,positive,bhuvan_2014,AR/WK/83B05/2014/411,,AR,Arunachal Pradesh,West Kameng,26.9495,92.3259,2014.0,Rainfall,Active,Denudational Slope (DS),Sandstone with shales (Siwalik Super Group (Lower),Evergreen / Semi evergreen,349.0,MultiPolygon,480.9154052734375,42.53743314071506,151.18604653887866,25.22850227355957,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,29.7,33.4,36.9,1.13,OK,10,Tree cover,OK
LS2014_000019,1,positive,bhuvan_2014,AR/WK/83B05/2014/412,,AR,Arunachal Pradesh,West Kameng,26.9466,92.3973,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,237.0,MultiPolygon,373.1163940429688,39.29797931443532,183.8566805282038,26.30486297607422,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,29.1,35.9,35.0,1.15,OK,10,Tree cover,OK
LS2014_000020,1,positive,bhuvan_2014,AR/WK/83B05/2014/413,,AR,Arunachal Pradesh,West Kameng,26.9466,92.3135,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,524.0,MultiPolygon,407.4276428222656,26.01392783521253,142.27828106623866,18.486007690429688,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,28.4,32.5,39.2,1.15,OK,10,Tree cover,OK
LS2014_000021,1,positive,bhuvan_2014,AR/WK/83B05/2014/414,,AR,Arunachal Pradesh,West Kameng,26.9443,92.3896,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,1653.0,MultiPolygon,314.85382080078125,29.29230195522495,200.557014922616,25.52332305908203,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,29.6,35.3,35.1,1.14,OK,10,Tree cover,OK
LS2014_000022,1,positive,bhuvan_2014,AR/WK/83B05/2014/415,,AR,Arunachal Pradesh,West Kameng,26.9435,92.3407,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,402.0,MultiPolygon,386.9129028320313,46.05490372680696,147.30219615421402,33.92744445800781,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,29.2,34.4,36.4,1.15,OK,10,Tree cover,OK
LS2014_000023,1,positive,bhuvan_2014,AR/WK/83B05/2014/416,,AR,Arunachal Pradesh,West Kameng,26.9431,92.3536,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,131.0,MultiPolygon,350.73248291015625,31.36871292302986,178.9310899652977,21.39333152770996,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,29.4,35.2,35.4,1.15,OK,10,Tree cover,OK
LS2014_000024,1,positive,bhuvan_2014,AR/WK/83B05/2014/417,,AR,Arunachal Pradesh,West Kameng,26.9426,92.3583,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,219.0,MultiPolygon,381.6955871582031,11.261124719591528,235.85586830501435,12.551889419555664,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,28.3,34.7,36.9,1.17,OK,10,Tree cover,OK
LS2014_000025,1,positive,bhuvan_2014,AR/WK/83B05/2014/418,,AR,Arunachal Pradesh,West Kameng,26.942,92.3935,2014.0,Rainfall,Active,Valley (V),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,459.0,MultiPolygon,362.6817321777344,38.66370670431249,208.70065745593803,30.285306930541992,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,28.7,35.1,36.2,1.15,OK,10,Tree cover,OK
LS2014_000026,1,positive,bhuvan_2014,AR/WK/83B05/2014/419,,AR,Arunachal Pradesh,West Kameng,26.9416,92.3591,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,200.0,MultiPolygon,372.8303833007813,43.69884772379541,156.24928803712726,24.17656517028809,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,28.3,34.7,36.9,1.17,OK,10,Tree cover,OK
LS2014_000027,1,positive,bhuvan_2014,AR/WK/83B05/2014/420,,AR,Arunachal Pradesh,West Kameng,26.9415,92.3493,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,362.0,MultiPolygon,411.2759704589844,29.1553611679988,94.65827899050387,20.47281265258789,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,30.6,34.6,34.9,1.15,OK,10,Tree cover,OK
LS2014_000028,1,positive,bhuvan_2014,AR/WK/83B05/2014/422,,AR,Arunachal Pradesh,West Kameng,26.9413,92.3925,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,274.0,MultiPolygon,277.2450561523437,8.425865415144148,176.87594946503296,13.424298286437988,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,28.7,35.1,36.2,1.15,OK,10,Tree cover,OK
LS2014_000029,1,positive,bhuvan_2014,AR/WK/83B05/2014/423,,AR,Arunachal Pradesh,West Kameng,26.9413,92.3919,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,876.0,MultiPolygon,302.86529541015625,32.744192065915804,117.1648240422868,18.24385643005371,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,27.8,35.8,36.4,1.14,OK,10,Tree cover,OK
LS2014_000030,1,positive,bhuvan_2014,AR/WK/83B05/2014/424,,AR,Arunachal Pradesh,West Kameng,26.9411,92.3952,2014.0,Rainfall,Active,Valley (V),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,221.0,MultiPolygon,281.2466735839844,40.26595178477961,176.3812532473998,27.390077590942383,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,28.7,35.9,35.5,1.18,OK,10,Tree cover,OK
LS2014_000031,1,positive,bhuvan_2014,AR/WK/83B05/2014/425,,AR,Arunachal Pradesh,West Kameng,26.9405,92.3415,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,860.0,MultiPolygon,317.6449279785156,27.80606524930526,170.76707070033757,22.71048164367676,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,29.7,34.8,35.5,1.13,OK,10,Tree cover,OK
LS2014_000032,1,positive,bhuvan_2014,AR/WK/83B05/2014/426,,AR,Arunachal Pradesh,West Kameng,26.9397,92.3531,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,223.0,MultiPolygon,346.9976806640625,20.493306404034342,135.9225844020358,20.28511047363281,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,28.8,35.1,36.1,1.16,OK,10,Tree cover,OK
LS2014_000033,1,positive,bhuvan_2014,AR/WK/83B05/2014/428,,AR,Arunachal Pradesh,West Kameng,26.9378,92.3548,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,270.0,MultiPolygon,308.7163391113281,26.426273304192705,112.43939532618762,20.311925888061523,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,26.1,36.7,37.3,1.15,OK,10,Tree cover,OK
LS2014_000034,1,positive,bhuvan_2014,AR/WK/83B05/2014/432,,AR,Arunachal Pradesh,West Kameng,26.9326,92.3766,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),Shaly sandstone (Siwalik Super Group),Evergreen / Semi evergreen,220.0,MultiPolygon,297.3702087402344,30.530733141225745,82.63646442216869,15.575777053833008,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Cambisols,28.6,36.3,35.1,1.16,OK,10,Tree cover,OK
LS2014_000035,1,positive,bhuvan_2014,AR/WK/83B05/2014/439,,AR,Arunachal Pradesh,West Kameng,26.9299,92.3992,2014.0,Rainfall,Active,Structural Hills - Highly Dissected (SHH),"Cement assorted mixture of gravel, sand, silt&clay",Evergreen / Semi evergreen,276.0,MultiPolygon,316.5331420898437,25.0555225705062,283.0575088671845,19.04526710510254,Copernicus_DSM_COG_10_N26_00_E092_00_DEM,,OK,Acrisols,27.7,35.8,36.5,1.13,OK,10,Tree cover,OK
LS2014_000036,1,positive,bhuvan_2014,AR/WK/83A04/2014/246,,AR,Arunachal Pradesh,West Kameng,27.0962,92.1149,2014.0,Rainfall,Active,Denudational Hills - Less Dissected (DHL),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,633.0,MultiPolygon,1284.857177734375,33.16484005782669,221.4580012118614,22.795265197753903,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,31.6,22.9,45.5,1.06,OK,10,Tree cover,OK
LS2014_000037,1,positive,bhuvan_2014,AR/WK/83A04/2014/247,,AR,Arunachal Pradesh,West Kameng,27.0931,92.1179,2014.0,Rainfall,Active,Denudational Hills - Less Dissected (DHL),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,5735.0,MultiPolygon,1379.7586669921875,35.76284888018223,233.3028702822897,25.9024715423584,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,30.5,25.2,44.3,1.01,OK,10,Tree cover,OK
LS2014_000038,1,positive,bhuvan_2014,AR/WK/83A04/2014/155,,AR,Arunachal Pradesh,West Kameng,27.202,92.0841,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Schist (Dirang Formation (Lumla Formation) Mesoproterozoic,Evergreen / Semi evergreen,8986.0,MultiPolygon,2168.546875,52.12332363041005,157.21963510794865,47.23357009887695,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,34.8,28.5,36.8,0.9,OK,30,Grassland,OK
LS2014_000039,1,positive,bhuvan_2014,AR/WK/83A04/2014/174,,AR,Arunachal Pradesh,West Kameng,27.1951,92.1511,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Schist (Dirang Formation (Lumla Formation) Mesoproterozoic,Evergreen / Semi evergreen,700.0,MultiPolygon,3014.33203125,34.92018083502092,159.9760007557984,28.08568000793457,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,32.7,29.4,37.9,0.99,OK,10,Tree cover,OK
LS2014_000040,1,positive,bhuvan_2014,AR/WK/83A04/2014/176,,AR,Arunachal Pradesh,West Kameng,27.1938,92.1461,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Schist (Dirang Formation (Lumla Formation) Mesoproterozoic,Evergreen / Semi evergreen,2979.0,MultiPolygon,3045.73291015625,45.73109209472011,104.325943274569,36.64623260498047,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,33.4,28.7,37.9,0.98,OK,10,Tree cover,OK
LS2014_000041,1,positive,bhuvan_2014,AR/WK/83A08/2014/248,,AR,Arunachal Pradesh,West Kameng,27.0912,92.326,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),"Quartzite (Tenga Formation, Bomdila Group), Palaeoproterozoic",Evergreen / Semi evergreen,13973.0,MultiPolygon,2392.796142578125,40.15155878492249,149.89703748771447,35.18960952758789,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,36.2,28.2,35.7,0.98,OK,30,Grassland,OK
LS2014_000042,1,positive,bhuvan_2014,AR/WK/83A08/2014/249,,AR,Arunachal Pradesh,West Kameng,27.0911,92.326,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),"Quartzite (Tenga Formation, Bomdila Group), Palaeoproterozoic",Evergreen / Semi evergreen,5452.0,MultiPolygon,2392.796142578125,40.151552872408544,149.897060251779,35.18960952758789,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,36.2,28.2,35.7,0.98,OK,30,Grassland,OK
LS2014_000043,1,positive,bhuvan_2014,AR/WK/83A08/2014/250,,AR,Arunachal Pradesh,West Kameng,27.0911,92.326,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),"Quartzite (Tenga Formation, Bomdila Group), Palaeoproterozoic",Evergreen / Semi evergreen,5452.0,MultiPolygon,2392.796142578125,40.151552872408544,149.897060251779,35.18960952758789,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,36.2,28.2,35.7,0.98,OK,30,Grassland,OK
LS2014_000044,1,positive,bhuvan_2014,AR/WK/83A08/2014/265,,AR,Arunachal Pradesh,West Kameng,27.0695,92.433,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,1252.0,MultiPolygon,2018.5474853515625,40.49238196409157,157.64773647251474,33.98226547241211,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,32.3,30.7,37.0,0.94,OK,10,Tree cover,OK
LS2014_000045,1,positive,bhuvan_2014,AR/WK/83A08/2014/267,,AR,Arunachal Pradesh,West Kameng,27.0668,92.4102,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,649.0,MultiPolygon,1904.9849853515625,37.28643924166487,163.15558630089953,34.58139419555664,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,32.1,30.0,37.9,0.97,OK,10,Tree cover,OK
LS2014_000046,1,positive,bhuvan_2014,AR/WK/83A08/2014/268,,AR,Arunachal Pradesh,West Kameng,27.0618,92.4144,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,2620.0,MultiPolygon,1521.5252685546875,38.7079617940291,135.8884255704312,31.546693801879883,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Cambisols,30.7,28.2,41.1,0.97,OK,10,Tree cover,OK
LS2014_000047,1,positive,bhuvan_2014,AR/WK/83A08/2014/269,,AR,Arunachal Pradesh,West Kameng,27.0602,92.3901,2014.0,Rainfall,Active,Denudational Hills - Less Dissected (DHL),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,537.0,MultiPolygon,1461.4091796875,41.05268299907959,204.0653884727198,36.66115188598633,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,30.4,28.0,41.7,0.98,OK,10,Tree cover,OK
LS2014_000048,1,positive,bhuvan_2014,AR/WK/83A08/2014/270,,AR,Arunachal Pradesh,West Kameng,27.0562,92.4085,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,434.0,MultiPolygon,1363.4527587890625,31.654725799269997,97.9493489389749,23.941837310791016,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Cambisols,29.8,27.7,42.6,0.98,OK,10,Tree cover,OK
LS2014_000049,1,positive,bhuvan_2014,AR/WK/83A08/2014/275,,AR,Arunachal Pradesh,West Kameng,27.0519,92.4425,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,416.0,MultiPolygon,1671.945068359375,45.2208414524364,152.41488996146754,41.80826187133789,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,30.6,29.5,39.9,0.95,OK,10,Tree cover,OK
LS2014_000050,1,positive,bhuvan_2014,AR/WK/83A08/2014/280,,AR,Arunachal Pradesh,West Kameng,27.0439,92.3867,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,1102.0,MultiPolygon,1086.0533447265625,47.31546666961596,276.0405585560501,38.09922409057617,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Cambisols,28.9,31.1,40.0,1.06,OK,10,Tree cover,OK
LS2014_000051,1,positive,bhuvan_2014,AR/WK/83A08/2014/284,,AR,Arunachal Pradesh,West Kameng,27.0387,92.3171,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,1815.0,MultiPolygon,1534.0772705078125,45.42572156936132,152.25673115465352,43.12079620361328,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Luvisols,30.1,26.5,43.3,0.95,OK,10,Tree cover,OK
LS2014_000052,1,positive,bhuvan_2014,AR/WK/83A08/2014/285,,AR,Arunachal Pradesh,West Kameng,27.0345,92.3557,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,308.0,MultiPolygon,1850.3848876953125,45.41294090159869,128.51943847976864,36.974552154541016,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Cambisols,32.8,25.3,41.9,0.98,OK,10,Tree cover,OK
LS2014_000053,1,positive,bhuvan_2014,AR/WK/83A08/2014/286,,AR,Arunachal Pradesh,West Kameng,27.0334,92.3323,2014.0,Rainfall,Active,Denudational Hills - Moderately Dissected (DHM),Granitoid Gneiss (Ziro Granite Gneiss),Evergreen / Semi evergreen,645.0,MultiPolygon,1752.990966796875,44.12642132151778,158.39180073701104,44.86459732055664,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Cambisols,33.1,26.9,39.9,0.98,OK,10,Tree cover,OK
LS2014_000054,1,positive,bhuvan_2014,AR/WK/83A08/2014/287,,AR,Arunachal Pradesh,West Kameng,27.0328,92.425,2014.0,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),"Shale (Bichom Formation, Gondwana Group)",Evergreen / Semi evergreen,273.0,MultiPolygon,1200.8138427734375,54.21121764213704,175.84579786511114,53.376800537109375,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Cambisols,32.4,27.0,40.6,1.03,OK,10,Tree cover,OK
LS2014_000055,1,positive,bhuvan_2014,AR/WK/83A08/2014/288,,AR,Arunachal Pradesh,West Kameng,27.0319,92.4197,2014.0,Rainfall,Active,Structural Hills - Moderately Dissected (SHM),"Shale (Bichom Formation, Gondwana Group)",Evergreen / Semi evergreen,1182.0,MultiPolygon,1195.293701171875,46.79734813147705,183.68575674844053,42.06588363647461,Copernicus_DSM_COG_10_N27_00_E092_00_DEM,,OK,Cambisols,31.9,29.0,39.1,1.05,OK,10,Tree cover,OK
